u,v,key,osmid,oneway,highway,reversed,length,lanes,ref,maxspeed,bridge,name,width,access,junction,tunnel,service,area,fid
4718388013,4718388025,0,37855530,0,residential,False,106.61,,,,,Rua Avelar Brotero,,,,,,,24068
4718388013,444004661,0,37855530,0,residential,True,29.569,,,,,Rua Avelar Brotero,,,,,,,24069
4718388013,6702736624,0,"[478627072, 712996634]",0,living_street,False,68.36099999999999,,,,,,,,,,,,24070
4718388025,4718387881,0,"[478627065, 37855530]",0,"['residential', 'living_street']",False,66.484,,,,,Rua Avelar Brotero,,,,,,,24071
4718388025,4718387881,1,478627064,0,living_street,True,69.77000000000001,,,,,,,,,,,,24072
4718388025,4718388013,0,37855530,0,residential,True,106.61,,,,,Rua Avelar Brotero,,,,,,,24073
4718388084,444004676,0,26248564,0,secondary,False,92.382,2,,,,Rua de Dionísio Santos Silva,,,,,,,24074
4718388084,444004669,0,26248564,0,secondary,True,20.323999999999998,2,,,,Rua de Dionísio Santos Silva,,,,,,,24075
4718388084,444011318,0,"[478627085, 969740998]",0,living_street,True,110.89699999999999,,,,,Travessa do Ribeiro,,,,,,,24076
4720550785,930155431,0,483715766,1,secondary,False,121.396,3,,,,Avenida da França,,,,,,,24077
4720550785,2168865934,0,608418836,0,residential,True,7.118,,,,,Rua Capitão Henrique Galvão,,,,,,,24078
4720552011,343646786,0,30912920,1,secondary,False,39.769,,,,,Rua do Tenente Valadim,,,,,,,24079
4720552011,4720552012,0,478869521,1,residential,False,55.969,,,,,Praceta de João Augusto Ribeiro,,,,,,,24080
4720552012,343646786,0,226083083,0,residential,False,36.572,,,,,Rua João de Deus,,,,,,,24081
4720552012,670393821,0,226083083,0,residential,True,35.854,,,,,Rua João de Deus,,,,,,,24082
4720552012,4720552014,0,478869521,1,residential,False,46.967999999999996,,,,,Praceta de João Augusto Ribeiro,,,,,,,24083
4720552014,698593228,0,448854874,1,secondary,False,55.072,2,,,,Rua do Tenente Valadim,,,,,,,24084
4722390314,480495862,0,167487398,0,living_street,True,21.018,,,,,Travessa da Senhora da Luz,,,,,,,24085
4722390329,1353859183,0,120827012,1,unclassified,False,56.364000000000004,,,,,Avenida Dom Carlos I,,,,,,,24086
4722390329,122528341,0,659397680,0,primary,False,21.410000000000004,2,EN 12,30,,Esplanada do Castelo,,,,,,,24087
4722390329,6173654658,0,659397680,0,primary,True,166.90800000000002,2,EN 12,30,,Esplanada do Castelo,,,,,,,24088
4722703982,4722703984,0,479123854,0,living_street,False,54.955,2,,,,,,,,,,,24089
4722703984,698565229,0,913921637,1,living_street,False,9.769,,,,,,,,,,,,24090
4722703984,4722703982,0,479123854,0,living_street,True,54.955,2,,,,,,,,,,,24091
4722746637,1243857957,0,"[398030860, 479127835, 479127837, 95791550, 479127838]",1,motorway,False,273.467,2,A 28,,yes,Avenida da Associação Empresarial de Portugal,,,,,,,24092
4722746638,4722746637,0,479127841,1,motorway_link,False,24.923,1,,,,,,,,,,,24093
4722746638,25504027,0,108390771,1,motorway_link,False,88.304,,,,,,,,,,,,24094
4723379542,1110673561,0,"[35044064, 35044065, 479187301, 95841134, 479192143, 479192144]",1,motorway,False,265.961,"['4', '3']",IC 23;A 20,80,yes,Via de Cintura Interna,,,,,,,24095
4723433446,1110673562,0,106586101,1,motorway_link,False,156.489,2,,,,,,,,,,,24096
4723433446,1105984398,0,"[35044068, 479198389, 479198390]",1,trunk,False,181.743,2,EN 14;EN 13,70,,Via Norte,,,,,,,24097
4728107920,480476987,0,"[39991534, 549352903]",0,residential,False,23.578,,,,,Largo do Rio da Bica,,,,,,,24098
4728107920,428215710,0,479771748,1,living_street,False,50.21,,,,,Rua do Padre Luís Cabral,,,,,,,24099
4728190616,480482932,0,39991526,0,living_street,True,46.93600000000001,,,,,Beco da Senhora da Luz,,,,,,,24100
4728190671,497240500,0,484596303,0,living_street,False,114.46,,,,,Rua dos Prazeres,,,,,,,24101
4728190673,480476972,0,479771760,0,living_street,False,8.688,,,,,Rua do Montebelo,,,,,,,24102
4728190673,4728190677,0,479771740,0,living_street,False,32.976,,,,,Rua do Montebelo,,,,,,,24103
4728190673,480323939,0,479771760,0,living_street,True,64.64099999999999,,,,,Rua do Montebelo,,,,,,,24104
4728190677,4728190673,0,479771740,0,living_street,True,32.976,,,,,Rua do Montebelo,,,,,,,24105
4728260603,8848170389,0,"[956031433, 956031438]",1,tertiary,False,9.288,,,,,Avenida do General Norton de Matos,,,,,,,24106
4731603473,5291598250,0,480084927,1,motorway_link,False,10.456,2,,,,,,,,,,,24107
4731603473,1209790954,0,"[241364283, 241364284, 480140407]",1,secondary,False,363.22499999999997,"['2', '4']",,,yes,Rua de Faria Guimarães,,,,,,,24108
4734724174,8375236667,0,41096647,0,living_street,False,44.762,,,,,,,,,,,,24109
4734724174,1788788776,0,41096647,0,living_street,True,33.282999999999994,,,,,,,,,,,,24110
4734724174,1788788736,0,449940695,0,living_street,True,51.993,,,,,,,,,,,,24111
4734724200,497871206,0,981207294,0,secondary,True,23.757,2,,,,Rua do Conde da Covilhã,,,,,,,24112
4734724200,4452248084,0,981207294,0,secondary,False,85.522,2,,,,Rua do Conde da Covilhã,,,,,,,24113
4734857643,500009874,0,446878982,1,residential,False,12.33,,,,,Rua de Joaquim Leitão,,,,,,,24114
4734857643,8375125373,0,480489162,0,living_street,True,51.571,,,,,,,,,,,,24115
4737133822,9571204161,0,376599040,1,tertiary,False,18.323999999999998,2,,,,Rua de Agramonte,,,,,,,24116
4737133822,1207560213,0,546881508,0,tertiary,True,165.856,2,,,,Rua de Agramonte,,,,,,,24117
4737133828,5581600175,0,"[454039832, 480743163]",0,tertiary,False,91.82300000000001,2,,,,Rua de Agramonte,,,,,,,24118
4737133842,4737133822,0,1039375885,1,residential,False,15.871,2,,,,Rua da Meditação,,,,,,,24119
4737133842,9571204161,0,1039375886,1,residential,False,14.541,,,,,,,,,,,,24120
4737169829,2102009670,0,200205516,0,residential,False,18.453,,,,,Rua da Cidade de Vigo,,,,,,,24121
4737169829,4737169830,0,200205516,0,residential,True,13.31,,,,,Rua da Cidade de Vigo,,,,,,,24122
4737169829,3170300773,0,480746899,0,residential,True,137.062,,,,,Rua das Berlengas,,,,,,,24123
4737169830,4737169829,0,200205516,0,residential,False,13.31,,,,,Rua da Cidade de Vigo,,,,,,,24124
4737169830,4737169844,0,200205516,0,residential,True,74.151,,,,,Rua da Cidade de Vigo,,,,,,,24125
4737169830,4737169844,1,"[480746904, 480746900]",0,residential,False,127.22,,,,,Rua da Cidade de Vigo,,,,,,,24126
4737169844,4737169830,0,200205516,0,residential,False,74.151,,,,,Rua da Cidade de Vigo,,,,,,,24127
4737169844,4737169830,1,"[480746904, 480746900]",0,residential,True,127.22000000000001,,,,,Rua da Cidade de Vigo,,,,,,,24128
4737169844,2102009665,0,200205516,0,residential,True,132.664,,,,,Rua da Cidade de Vigo,,,,,,,24129
4737169885,3170300770,0,311394893,0,residential,False,60.946,,,,,Rua das Berlengas,,,,,,,24130
4737169885,2102009670,0,311394893,0,residential,True,189.87199999999999,,,,,Rua das Berlengas,,,,,,,24131
4737169885,3170300773,0,480746899,0,residential,False,67.009,,,,,Rua das Berlengas,,,,,,,24132
4747463623,479225996,0,548373861,0,living_street,True,102.255,,,,,Rua do Alto da Arrábida,,,,,,,24133
4747609257,111644723,0,"[738884712, 597084101, 597084102]",1,motorway,False,484.426,"['2', '3']",A 28,100,,,,,,,,,24134
4747609257,6535772153,0,738886820,1,motorway_link,False,167.71699999999998,2,,40,,,,no,,,,,24135
4749945156,510772661,0,"[1009144781, 1009144782]",1,residential,False,195.96699999999998,1,,,,Rua do Doutor Marques Carvalho,,,,,,,24136
4751327677,128655671,0,35447220,1,secondary,False,204.841,,,,,Rua do Amparo,,,,,,,24137
4751327677,2202026257,0,35731564,1,secondary,False,73.697,2,,,,Praça das Flores,,,,,,,24138
4751434514,427277908,0,482299112,0,living_street,False,42.010000000000005,,,,,Rua Câmara Pestana,,,,,,,24139
4751573331,560401022,0,44093328,0,residential,True,134.57899999999998,,,,,Rua do Conselheiro Correia de Barros,,,,,,,24140
4751631299,560400989,0,"[482316465, 482316797]",1,residential,False,158.29300000000003,,,,,Rua de Godim,,,,,,,24141
4751631299,3950967858,0,"[482316798, 482316463]",0,residential,"[False, True]",80.445,,,,,Rua de Godim,,,,,,,24142
4751631299,560401022,0,"[544594833, 482316798]",0,residential,True,92.06099999999999,,,,,Rua de São Rosendo,,,,,,,24143
4751660540,534478846,0,"[549244851, 125513772, 125513764]",1,residential,False,190.429,2,,,,Rua de Justino Teixeira,,permissive,,,,,24144
4751660540,4751660572,0,859507140,1,tertiary,False,18.278,2,,,,Largo da Estação,,,roundabout,,,,24145
4751660572,1393866633,0,859507139,1,tertiary,False,8.584,2,,,,Largo da Estação,,,roundabout,,,,24146
4751660586,4452315865,0,448195860,0,residential,True,84.83800000000001,,,,,Rua de Silva Pereira,,,,,,,24147
4751728939,7844352884,0,"[549266403, 549266404, 336758567]",0,primary,False,113.73400000000001,3,,,,Avenida de Fernão de Magalhães,,,,,,,24148
4751728939,513936352,0,"[835319585, 482324635]",1,tertiary,False,95.35000000000001,,,,,Rua Dom Agostinho de Jesus e Sousa,4,,,,,,24149
4751728939,4751728950,0,549266406,0,primary,True,119.264,4,,,,Avenida de Fernão de Magalhães,,,,,,,24150
4751728950,4751728939,0,549266406,0,primary,False,119.264,4,,,,Avenida de Fernão de Magalhães,,,,,,,24151
4751728950,5305837235,0,549266412,1,primary,False,69.90100000000001,1,,,,Avenida de Fernão de Magalhães,,,,,,,24152
4751728980,427277909,0,549266402,1,tertiary,False,9.507,,,,,Rua de Barros Lima,,,,,,,24153
4751728980,427277908,0,36747397,0,residential,True,75.51400000000001,,,,,Rua Câmara Pestana,,,,,,,24154
4751728983,414905299,0,"[482299458, 35379620, 35379621, 35330759]",1,secondary,False,309.917,2,,,,"['Rua de Joaquim Urbano', 'Túnel Goelas de Pau']",,,,yes,,,24155
4751728983,126638962,0,"[549266401, 549266399]",0,primary,False,71.022,4,,,,Avenida de Fernão de Magalhães,,,,,,,24156
4751728983,138194473,0,549266400,0,primary,True,38.358000000000004,3,,,,Avenida de Fernão de Magalhães,,,,,,,24157
4751728994,299614078,0,549266395,0,primary,False,22.122,3,,,,Avenida de Fernão de Magalhães,,,,,,,24158
4751728994,4751729025,0,"[549266396, 549266397]",0,primary,True,116.841,3,,,,Avenida de Fernão de Magalhães,,,,,,,24159
4751728994,253283034,0,"[955983004, 482324647]",0,residential,False,133.42499999999998,,,,,Rua de Brás Cubas,,,,,,,24160
4751729004,4751729011,0,549266388,0,primary,False,5.167,,,,,Avenida de Fernão de Magalhães,,,,,,,24161
4751729004,299613373,0,482324643,0,primary,True,65.79400000000001,4,,,,Avenida de Fernão de Magalhães,,,,,,,24162
4751729011,4751729004,0,549266388,0,primary,True,5.167,,,,,Avenida de Fernão de Magalhães,,,,,,,24163
4751729011,299613131,0,"[549269430, 549269431]",1,primary,False,71.64099999999999,3,,,,Avenida de Fernão de Magalhães,,,,,,,24164
4751729015,253283047,0,14332849,1,residential,False,118.893,,,,,Rua dos Navegantes,,,,,,,24165
4751729015,138196470,0,"[549266392, 549266391]",0,primary,False,76.66,4,,,,Avenida de Fernão de Magalhães,,,,,,,24166
4751729015,299614078,0,"[549266393, 482327703]",0,primary,True,104.89500000000001,4,,,,Avenida de Fernão de Magalhães,,,,,,,24167
4751729025,4751728994,0,"[549266396, 549266397]",0,primary,False,116.841,3,,,,Avenida de Fernão de Magalhães,,,,,,,24168
4751729025,126638962,0,549266398,0,primary,True,35.477000000000004,4,,,,Avenida de Fernão de Magalhães,,,,,,,24169
4751729025,299614426,0,"[482324649, 835319588]",1,residential,False,136.42000000000002,,,,,Rua Coutinho de Azevedo,,,,,,,24170
4751729050,1788785773,0,"[549253232, 549253233]",1,primary,False,104.295,2,,,,Avenida de Fernão de Magalhães,,,,,,,24171
4751793164,138194386,0,34935295,1,tertiary,False,89.27799999999999,2,,,,Rua de Santos Pousada,,,,,,,24172
4751793164,404770462,0,482331422,1,secondary,False,59.968,2,,,,Praça da Rainha Dona Amélia,,,,,,,24173
4751802409,445041887,0,482332563,1,secondary,False,93.169,,,,,Rua de Costa Cabral,,,,,,,24174
4751802409,1731171037,0,482332562,1,living_street,False,26.169999999999998,,,,,Rua Diamantina,,,,,,,24175
4751802957,1650812925,0,482332572,0,residential,True,83.694,,,,,,,,,,,,24176
4753732469,534476352,0,482299102,0,residential,True,42.086,,,,,Travessa de Gomes Leal,,,,,,,24177
4753741507,513936347,0,"[461937916, 482561807]",0,residential,False,104.253,,,,,"['Rua do Doutor Carlos Passos', 'Travessa da Póvoa']",,,,,,,24178
4753741829,299614580,0,482327707,0,tertiary,False,127.73,,,,,Rua Aires de Ornelas,,,,,,,24179
4753741829,299614329,0,461937903,1,residential,False,110.842,,,,,Praça da Rainha Dona Amélia,,,,,,,24180
4753748896,513921037,0,"[482561808, 482563074]",1,residential,False,67.283,,,,,Rua da Póvoa,,,,,,,24181
4753748915,4492375900,0,452441983,0,living_street,True,46.281000000000006,,,,,,,,,,,,24182
4753748915,25632466,0,835319585,1,tertiary,False,161.653,,,,,Rua Dom Agostinho de Jesus e Sousa,4,,,,,,24183
4753748918,4492375900,0,482563077,0,living_street,True,12.656,,,,,,,,,,,,24184
4753748918,4753752221,0,482563077,0,living_street,False,8.742999999999999,,,,,,,,,,,,24185
4753748918,4753752225,0,482563078,0,living_street,False,11.981,,,,,,,,,,,,24186
4753752221,4753748918,0,482563077,0,living_street,True,8.742999999999999,,,,,,,,,,,,24187
4753752225,4753748918,0,482563078,0,living_street,True,11.981,,,,,,,,,,,,24188
4753793616,3149005247,0,446760007,0,residential,True,26.597,,,,,,,,,,,,24189
4753793616,479512748,0,734260454,0,residential,False,28.424,,,,,Rua de Paulo da Gama,,,,,,,24190
4753793616,3149005246,0,734260454,0,residential,True,35.444,,,,,Rua de Paulo da Gama,,,,,,,24191
4753795130,479512726,0,734260453,0,residential,False,69.237,,,,,Rua de Paulo da Gama,,,,,,,24192
4753795130,4468092411,0,734260453,0,residential,True,75.296,,,,,Rua de Paulo da Gama,,,,,,,24193
4753795130,9364124509,0,1015092485,0,residential,False,53.475,,,,,,,,,,,,24194
4753795450,9895669816,0,1079532081,1,motorway_link,False,32.746,,,,,,,,,,,,24195
4753795450,4753795454,0,"[35331409, 508107793]",1,motorway_link,False,28.86,"['2', '1']",,,,,,,,,,,24196
4753795454,9895669816,0,35331292,0,tertiary,True,17.003,,,,,,,,,,,,24197
4753795454,414134063,0,1081106122,0,tertiary,False,116.535,,,,,,,,,,,,24198
4758460639,4000905027,0,397284345,0,residential,False,88.29299999999999,,,,,Travessa da Ribeira,,,,,,,24199
4758460639,1236467529,0,397284345,0,residential,True,70.752,,,,,Travessa da Ribeira,,,,,,,24200
4758460639,4000905007,0,483091316,0,residential,False,45.449,,,,,Rua do Centro Hípico,,,,,,,24201
4758460861,1436857126,0,483091343,0,living_street,True,63.09799999999999,,,,,Calçada do Monte,,,,,,,24202
4758581046,314040692,0,40859295,0,residential,True,127.105,,,,,Rua António Mariz Carneiro,,,,,,,24203
4758581046,497171036,0,40859296,0,living_street,False,87.43299999999999,,,,,Largo de Diogo Gomes,,,,,,,24204
4758581046,4758581051,0,40859296,0,living_street,True,85.126,,,,,Largo de Diogo Gomes,,,,,,,24205
4758581049,497171006,0,483102845,0,living_street,False,80.982,,,,,Rua de Afonso de Aveiro,,,,,,,24206
4758581051,4758581046,0,40859296,0,living_street,False,85.12599999999999,,,,,Largo de Diogo Gomes,,,,,,,24207
4758581051,497171036,0,40859296,0,living_street,True,92.56700000000001,,,,,Largo de Diogo Gomes,,,,,,,24208
4758581051,497171043,0,483102844,0,living_street,False,118.17399999999999,,,,,,,,,,,,24209
4758581105,126544301,0,13712501,1,motorway_link,False,22.545,1,,,,,,,,,,,24210
4758581337,1264279331,0,483102855,0,living_street,True,61.146,,,,,Praceta do Professor Egas Moniz,,,,,,,24211
4760411321,4760411322,0,"[483284474, 213547564]",0,residential,False,13.71,,,,,Rua da Igreja Nova do Araújo,,,,,,,24212
4760411321,2232230129,0,213547564,0,residential,True,83.951,,,,,Rua da Igreja Nova do Araújo,,,,,,,24213
4760411321,2232230224,0,483284471,0,residential,True,129.92200000000003,,,,,Rua Doutor Fernando Sampaio Castro,,,,,,,24214
4760411322,2232230091,0,483284473,0,living_street,False,234.40699999999998,,,,,Alameda da Igreja Nova do Araújo,,,,,,,24215
4760411322,2232230091,1,483284474,0,residential,False,124.77100000000002,,,,,Rua da Igreja Nova do Araújo,,,,,,,24216
4760411322,4760411321,0,"[483284474, 213547564]",0,residential,True,13.71,,,,,Rua da Igreja Nova do Araújo,,,,,,,24217
4760411331,2854223994,0,160766782,0,secondary,False,83.32300000000001,2,,50,,Rua do Araújo,,,,,,,24218
4760411331,2232230109,0,"[160766784, 255415315, 160766782]",0,secondary,True,48.635,2,,50,yes,Rua do Araújo,,,,,,,24219
4760411331,4760411333,0,483284479,0,residential,False,107.002,,,,,Rua Carvalho Santo,,,,,,,24220
4760411333,4760411331,0,483284479,0,residential,True,107.002,,,,,Rua Carvalho Santo,,,,,,,24221
4760493483,3663136787,0,361906838,0,residential,True,4.8,,,,,Travessa de Linhares,,,,,,,24222
4760493507,4760494038,0,95798206,0,secondary,False,54.099,,EM 545-3,,,Rua de Linhares,,,,,,,24223
4760493507,280064842,0,"[95798209, 483292906, 95798206]",0,secondary,True,120.261,,EM 545-3,,yes,Rua de Linhares,,,,,,,24224
4760493507,4760493518,0,"[1054487606, 483292902]",0,residential,False,244.443,,,,,Rua da Pinguela,,,,,,,24225
4760493518,4760493507,0,"[483292902, 1054487606]",0,residential,True,244.44299999999998,,,,,Rua da Pinguela,,,,,,,24226
4760494038,4760493507,0,95798206,0,secondary,True,54.099,,EM 545-3,,,Rua de Linhares,,,,,,,24227
4760494038,280445704,0,95798206,0,secondary,False,354.367,,EM 545-3,,,Rua de Linhares,,,,,,,24228
4760494038,4760494040,0,483292904,0,living_street,False,80.756,,,,,Travessa da Pinguela,,,,,,,24229
4760494040,4760494038,0,483292904,0,living_street,True,80.756,,,,,Travessa da Pinguela,,,,,,,24230
4760494069,2075574119,0,483292912,0,residential,False,46.001000000000005,,,,,Travessa da Ponte do Carro,,,,,,,24231
4760494079,1106228209,0,483292914,0,residential,False,240.88299999999998,,,,,Rua do Bairro Novo de Gatões,,,,,,,24232
4760494079,4526895879,0,483292914,0,residential,True,19.416,,,,,Rua do Bairro Novo de Gatões,,,,,,,24233
4760494079,4760494084,0,483292915,0,residential,False,72.88499999999999,,,,,Rua do Bairro Novo de Gatões,,,,,,,24234
4760494084,4760494079,0,483292915,0,residential,True,72.885,,,,,Rua do Bairro Novo de Gatões,,,,,,,24235
4760494085,4760494086,0,483292916,0,residential,False,101.876,,,,,Travessa de Timor,,,,,,,24236
4760494085,1106228209,0,1016567858,0,residential,False,43.741,,,,,Rua da Ponte do Carro,,,,,,,24237
4760494085,4760494087,0,1016567858,0,residential,True,57.846,,,,,Rua da Ponte do Carro,,,,,,,24238
4760494086,4760494085,0,483292916,0,residential,True,101.876,,,,,Travessa de Timor,,,,,,,24239
4760494086,8718163559,0,483292917,0,residential,False,99.241,,,,,Rua de Timor,,,,,,,24240
4760494086,4760494093,0,483292917,0,residential,True,112.371,,,,,Rua de Timor,,,,,,,24241
4760494087,4760494093,0,483292917,0,residential,False,44.623,,,,,Rua de Timor,,,,,,,24242
4760494087,4760494085,0,1016567858,0,residential,False,57.846,,,,,Rua da Ponte do Carro,,,,,,,24243
4760494087,4760494095,0,1016567859,0,residential,True,53.137,,,,,Rua da Ponte do Carro,,,,,,,24244
4760494093,4760494087,0,483292917,0,residential,True,44.623,,,,,Rua de Timor,,,,,,,24245
4760494093,4760494094,0,483292918,0,residential,True,53.624,,,,,Rua de Dili,,,,,,,24246
4760494093,4760494086,0,483292917,0,residential,False,112.37100000000001,,,,,Rua de Timor,,,,,,,24247
4760494094,4760494093,0,483292918,0,residential,False,53.624,,,,,Rua de Dili,,,,,,,24248
4760494094,4760494095,0,483292919,0,residential,False,44.241,,,,,Travessa de Dili,,,,,,,24249
